"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"381","sub-002",1,"Beach","Abstract","Old",1,199.834736409337
"451","sub-002",2,"Chair","Abstract","Old",0,562.772960894392
"891","sub-002",3,"Window","Concrete","New",0,378.691566401049
"671","sub-002",4,"Love","Concrete","New",1,745.489102207139
"210","sub-002",5,"Creativity","Abstract","New",1,333.359558771976
"351","sub-002",6,"Park","Abstract","New",1,674.844182528074
"861","sub-002",7,"Garden","Concrete","Old",1,868.782157309447
"471","sub-002",8,"Apple","Abstract","Old",0,554.967472184168
"931","sub-002",9,"Lamp","Concrete","New",0,625.872486056608
"541","sub-002",10,"Patience","Concrete","Old",1,606.815424896172
"841","sub-002",11,"Shoe","Concrete","Old",1,605.891722461397
"951","sub-002",12,"Chair","Concrete","Old",0,391.982741650238
"401","sub-002",13,"Car","Abstract","New",1,681.252914438789
"721","sub-002",14,"Gratitude","Concrete","New",1,45.4107737330444
"331","sub-002",15,"House","Abstract","Old",1,583.282722541895
"771","sub-002",16,"Tree","Concrete","New",1,313.063017092277
"391","sub-002",17,"Window","Abstract","New",1,492.02387217369
"161","sub-002",18,"Knowledge","Abstract","New",1,672.120091920109
"761","sub-002",19,"Bridge","Concrete","Old",1,635.6977376751
"111","sub-002",20,"Integrity","Abstract","Old",1,743.286531367554
"261","sub-002",21,"Bridge","Abstract","Old",1,196.155553983645
"121","sub-002",22,"Compassion","Abstract","New",1,1092.31327333065
"510","sub-002",23,"Friendship","Abstract","Old",1,534.072929945817
"791","sub-002",24,"Dog","Concrete","Old",1,281.124918571687
"481","sub-002",25,"Train","Abstract","New",0,527.265332472434
"431","sub-002",26,"Lamp","Abstract","New",1,598.745133388655
"851","sub-002",27,"Park","Concrete","New",1,730.305115226221
"871","sub-002",28,"River","Concrete","New",1,137.954731300775
"610","sub-002",29,"Honesty","Abstract","New",1,359.639732904645
"311","sub-002",30,"Camera","Abstract","New",1,502.635223366456
"491","sub-002",31,"Book","Abstract","Old",0,634.011949576263
"211","sub-002",32,"Wisdom","Abstract","Old",1,245.525460190076
"901","sub-002",33,"Car","Concrete","New",0,453.883172361203
"361","sub-002",34,"Garden","Abstract","Old",1,587.29816240573
"410","sub-002",35,"Patience","Abstract","Old",1,409.005941627955
"810","sub-002",36,"Hope","Abstract","New",1,365.089506257114
"631","sub-002",37,"Success","Concrete","New",1,34.2447716886033
"941","sub-002",38,"School","Concrete","New",0,471.288471922267
"181","sub-002",39,"Justice","Abstract","Old",1,365.511412804927
"441","sub-002",40,"School","Abstract","New",1,788.113338107626
"131","sub-002",41,"Success","Abstract","New",1,523.948586911533
"911","sub-002",42,"Boat","Concrete","Old",0,779.488057061987
"821","sub-002",43,"Hospital","Concrete","New",1,189.642566007066
"310","sub-002",44,"Freedom","Abstract","Old",1,386.10792984111
"421","sub-002",45,"Road","Abstract","Old",1,713.457457567987
"511","sub-002",46,"Generosity","Concrete","Old",1,620.590473861631
"961","sub-002",47,"Mountain","Concrete","Old",0,772.131876659129
"611","sub-002",48,"Integrity","Concrete","Old",1,877.725646628556
"561","sub-002",49,"Honesty","Concrete","New",1,364.16706700646
"781","sub-002",50,"Phone","Concrete","New",1,182.311716568295
"221","sub-002",51,"Gratitude","Abstract","New",1,479.002568303126
"241","sub-002",52,"Loyalty","Abstract","New",1,568.085536328618
"110","sub-002",53,"Generosity","Abstract","Old",1,818.881613483143
"741","sub-002",54,"Loyalty","Concrete","New",1,133.447955256711
"701","sub-002",55,"Courage","Concrete","Old",1,402.386173234999
"591","sub-002",56,"Peace","Concrete","Old",1,556.92645469545
"681","sub-002",57,"Justice","Concrete","Old",1,647.79417162656
"321","sub-002",58,"Hospital","Abstract","New",1,910.064377733757
"301","sub-002",59,"Computer","Abstract","New",1,188.761901049993
"621","sub-002",60,"Compassion","Concrete","New",1,338.093957360004
"651","sub-002",61,"Happiness","Concrete","New",1,960.371333127232
"751","sub-002",62,"Trust","Concrete","New",1,292.41617214847
"601","sub-002",63,"Humility","Concrete","New",1,204.566477466903
"281","sub-002",64,"Phone","Abstract","New",1,651.924334534624
"881","sub-002",65,"Beach","Concrete","Old",1,674.909360538209
"711","sub-002",66,"Wisdom","Concrete","Old",1,188.438598144627
"921","sub-002",67,"Road","Concrete","Old",0,368.573709433095
"571","sub-002",68,"Determination","Concrete","Old",1,126.758789051507
"801","sub-002",69,"Computer","Concrete","New",1,146.372761935303
"831","sub-002",70,"House","Concrete","Old",1,460.90018577383
"291","sub-002",71,"Dog","Abstract","Old",1,883.3252673659
"691","sub-002",72,"Respect","Concrete","New",1,582.293076455608
"910","sub-002",73,"Peace","Abstract","Old",1,680.861881742297
"371","sub-002",74,"River","Abstract","New",1,742.843197793626
"271","sub-002",75,"Tree","Abstract","New",1,691.836142043905
"341","sub-002",76,"Shoe","Abstract","Old",1,836.850631650522
"991","sub-002",77,"Book","Concrete","Old",0,629.275694749854
"521","sub-002",78,"Creativity","Concrete","New",1,902.268361214708
"231","sub-002",79,"Ambition","Abstract","Old",1,623.857283591018
"641","sub-002",80,"Faith","Concrete","Old",1,467.18984670621
"731","sub-002",81,"Ambition","Concrete","Old",1,254.265511517898
"581","sub-002",82,"Hope","Concrete","New",1,438.142180327664
"151","sub-002",83,"Happiness","Abstract","New",1,1213.28290377509
"551","sub-002",84,"Friendship","Concrete","Old",1,345.449375211526
"1001","sub-002",85,"Table","Concrete","Old",0,673.036501043158
"141","sub-002",86,"Faith","Abstract","Old",1,697.002953221644
"661","sub-002",87,"Knowledge","Concrete","New",1,809.264160652615
"461","sub-002",88,"Mountain","Abstract","Old",0,338.93881796995
"971","sub-002",89,"Apple","Concrete","Old",0,445.085242049853
"501","sub-002",90,"Table","Abstract","Old",0,483.835092778535
"811","sub-002",91,"Camera","Concrete","New",1,650.751507842852
"251","sub-002",92,"Trust","Abstract","New",1,481.998087453944
"201","sub-002",93,"Courage","Abstract","Old",1,222.261534401975
"101","sub-002",94,"Humility","Abstract","New",1,669.757517635667
"191","sub-002",95,"Respect","Abstract","New",1,450.682682850968
"981","sub-002",96,"Train","Concrete","New",0,447.500902093737
"710","sub-002",97,"Determination","Abstract","Old",1,396.026344145741
"171","sub-002",98,"Love","Abstract","New",1,546.196540500366
"531","sub-002",99,"Freedom","Concrete","Old",1,130.67101261695
"411","sub-002",100,"Boat","Abstract","Old",1,828.226062118578
