"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"8513","sub-014",1,"Apple","Concrete","Old",1,654.914304317926
"170","sub-014",2,"Integrity","Abstract","Old",1,51.3511641296599
"2813","sub-014",3,"Hospital","Abstract","Old",1,419.635493636592
"2913","sub-014",4,"Window","Abstract","Old",1,544.123124838185
"9313","sub-014",5,"River","Concrete","New",0,601.989400029866
"3613","sub-014",6,"Car","Abstract","New",1,888.135903894242
"7413","sub-014",7,"Honesty","Concrete","New",1,283.458957767127
"3913","sub-014",8,"Camera","Abstract","New",1,491.937237295923
"580","sub-014",9,"Wisdom","Abstract","Old",1,566.923066523048
"8913","sub-014",10,"Camera","Concrete","New",1,478.199751731522
"6013","sub-014",11,"Hope","Concrete","Old",1,513.859051839931
"9913","sub-014",12,"Boat","Concrete","New",0,-78.142347567387
"1215","sub-014",13,"Ambition","Abstract","Old",1,621.250001657022
"8215","sub-014",14,"School","Concrete","Old",1,503.179834481386
"3713","sub-014",15,"Phone","Abstract","Old",1,409.423414401807
"870","sub-014",16,"Patience","Abstract","New",1,467.27188452825
"1013","sub-014",17,"Hope","Abstract","Old",1,244.477770151
"1413","sub-014",18,"Justice","Abstract","Old",1,938.262917862545
"7013","sub-014",19,"Trust","Concrete","New",1,712.097181527876
"2013","sub-014",20,"Trust","Abstract","New",1,363.803626603718
"6117","sub-014",21,"Love","Concrete","New",1,461.661876820922
"6413","sub-014",22,"Justice","Concrete","Old",1,434.917045292422
"2513","sub-014",23,"Determination","Abstract","Old",1,437.227764593119
"2413","sub-014",24,"Honesty","Abstract","New",1,619.250394679436
"7713","sub-014",25,"Beach","Concrete","Old",1,239.460446878454
"1713","sub-014",26,"Respect","Abstract","New",1,608.520215861509
"7813","sub-014",27,"Hospital","Concrete","Old",1,700.466450751975
"4214","sub-014",28,"Chair","Abstract","Old",1,220.675588524872
"5513","sub-014",29,"Wisdom","Concrete","Old",1,462.342207028926
"8313","sub-014",30,"Park","Concrete","Old",1,164.925178437718
"6613","sub-014",31,"Loyalty","Concrete","New",1,649.316152025555
"7613","sub-014",32,"Garden","Concrete","Old",1,290.187689992291
"380","sub-014",33,"Compassion","Abstract","Old",1,307.944386861448
"7913","sub-014",34,"Window","Concrete","Old",1,412.268397345706
"5313","sub-014",35,"Compassion","Concrete","Old",1,283.183179691867
"9117","sub-014",36,"Computer","Concrete","New",0,471.919692275578
"780","sub-014",37,"Humility","Abstract","Old",1,641.633170900671
"8013","sub-014",38,"Mountain","Concrete","Old",1,565.03888245999
"9813","sub-014",39,"Table","Concrete","Old",0,294.674903859564
"670","sub-014",40,"Courage","Abstract","Old",1,485.201510848977
"2613","sub-014",41,"Garden","Abstract","Old",1,561.883412516456
"270","sub-014",42,"Happiness","Abstract","New",1,805.090611808938
"5013","sub-014",43,"Dog","Abstract","New",0,798.055559137603
"4117","sub-014",44,"Computer","Abstract","New",1,614.160992752431
"4713","sub-014",45,"Road","Abstract","New",1,916.311837767668
"4413","sub-014",46,"Lamp","Abstract","Old",1,666.107391146527
"3013","sub-014",47,"Mountain","Abstract","Old",1,583.329903124199
