"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"620","sub-007",1,"Love","Abstract","New",1,680.261771317213
"906","sub-007",2,"Table","Concrete","New",0,773.602860685824
"926","sub-007",3,"Tree","Concrete","Old",0,391.436435409524
"856","sub-007",4,"Park","Concrete","New",1,200.958065430827
"576","sub-007",5,"Loyalty","Concrete","New",1,535.462077356149
"366","sub-007",6,"School","Abstract","Old",1,398.36710634815
"526","sub-007",7,"Honesty","Concrete","New",1,266.556477697824
"956","sub-007",8,"House","Concrete","Old",0,139.761408156105
"946","sub-007",9,"Beach","Concrete","New",0,521.846416070906
"106","sub-007",10,"Compassion","Abstract","Old",1,388.805758050783
"746","sub-007",11,"Success","Concrete","Old",1,606.705186617428
"806","sub-007",12,"Road","Concrete","New",1,447.735488126211
"326","sub-007",13,"Car","Abstract","Old",1,290.552748342783
"556","sub-007",14,"Justice","Concrete","New",1,696.6454849701
"996","sub-007",15,"Garden","Concrete","New",0,473.601651191361
"126","sub-007",16,"Knowledge","Abstract","Old",1,801.274538769227
"276","sub-007",17,"River","Abstract","New",1,625.094381255755
"766","sub-007",18,"Train","Concrete","New",1,327.489575614483
"446","sub-007",19,"Beach","Abstract","New",1,242.11771711003
"426","sub-007",20,"Tree","Abstract","Old",1,454.464882547177
"986","sub-007",21,"Computer","Concrete","New",0,685.529865306101
"3110","sub-007",22,"Dog","Abstract","New",1,663.567652317691
"636","sub-007",23,"Peace","Concrete","Old",1,689.792178958722
"186","sub-007",24,"Friendship","Abstract","Old",1,563.492653230204
"8110","sub-007",25,"Dog","Concrete","New",1,379.780413920152
"336","sub-007",26,"Boat","Abstract","Old",1,632.631971773666
"756","sub-007",27,"Hope","Concrete","Old",1,387.328230761048
"166","sub-007",28,"Freedom","Abstract","New",1,318.533163759345
"546","sub-007",29,"Humility","Concrete","New",1,580.260462206184
"6110","sub-007",30,"Trust","Concrete","Old",1,510.201142639826
"936","sub-007",31,"Apple","Concrete","Old",0,343.389545268802
"4110","sub-007",32,"Shoe","Abstract","New",1,450.713066371192
"256","sub-007",33,"Hope","Abstract","Old",1,620.188880441909
"696","sub-007",34,"Respect","Concrete","New",1,482.836911283069
"136","sub-007",35,"Peace","Abstract","Old",1,262.284423359466
"520","sub-007",36,"Justice","Abstract","New",1,213.448016487339
"596","sub-007",37,"Courage","Concrete","New",1,681.05547370827
"226","sub-007",38,"Creativity","Abstract","Old",1,628.560056868244
"466","sub-007",39,"Camera","Abstract","New",1,492.909030333579
"476","sub-007",40,"Window","Abstract","Old",0,159.799498638026
"586","sub-007",41,"Faith","Concrete","Old",1,269.560050002502
"320","sub-007",42,"Integrity","Abstract","Old",1,695.337502731822
"846","sub-007",43,"Chair","Concrete","New",1,195.44917017946
"796","sub-007",44,"Phone","Concrete","Old",1,556.756661340991
"176","sub-007",45,"Wisdom","Abstract","New",1,34.768983079447
"826","sub-007",46,"Car","Concrete","Old",1,541.672225788227
"566","sub-007",47,"Love","Concrete","New",1,450.822860977222
"220","sub-007",48,"Honesty","Abstract","New",1,359.121837875202
"726","sub-007",49,"Creativity","Concrete","Old",1,269.758127843002
"736","sub-007",50,"Ambition","Concrete","New",1,502.69409427141
"396","sub-007",51,"Book","Abstract","Old",1,580.211489637337
"406","sub-007",52,"Table","Abstract","New",1,589.752442330594
"776","sub-007",53,"River","Concrete","New",1,164.136018897087
"876","sub-007",54,"Bridge","Concrete","Old",0,648.141992946126
"346","sub-007",55,"Chair","Abstract","New",1,822.950512931654
"356","sub-007",56,"Park","Abstract","New",1,470.338817818441
"666","sub-007",57,"Freedom","Concrete","New",1,292.109938348529
"656","sub-007",58,"Happiness","Concrete","New",1,586.179048022157
"1006","sub-007",59,"Hospital","Concrete","Old",0,721.252684519579
"496","sub-007",60,"Garden","Abstract","New",0,511.806620831277
"266","sub-007",61,"Train","Abstract","New",1,698.67735054196
"1110","sub-007",62,"Trust","Abstract","Old",1,590.355568394759
"646","sub-007",63,"Patience","Concrete","Old",1,343.496938197368
"686","sub-007",64,"Friendship","Concrete","Old",1,581.347319917774
"836","sub-007",65,"Boat","Concrete","Old",1,214.957910717801
"286","sub-007",66,"Mountain","Abstract","New",1,641.610204545775
"896","sub-007",67,"Book","Concrete","Old",0,376.969296540398
"9110","sub-007",68,"Shoe","Concrete","New",0,260.848643802
"506","sub-007",69,"Hospital","Abstract","Old",0,201.602120215495
"2110","sub-007",70,"Generosity","Abstract","Old",1,385.309973362208
"206","sub-007",71,"Determination","Abstract","Old",1,562.543967466425
"146","sub-007",72,"Patience","Abstract","Old",1,349.925175386248
"626","sub-007",73,"Knowledge","Concrete","Old",1,639.623082858047
"786","sub-007",74,"Mountain","Concrete","New",1,603.781141302355
"456","sub-007",75,"House","Abstract","Old",1,806.820833137535
"420","sub-007",76,"Humility","Abstract","New",1,790.464348843405
"196","sub-007",77,"Respect","Abstract","New",1,628.838805473653
"920","sub-007",78,"Courage","Abstract","New",1,434.766996040854
"306","sub-007",79,"Road","Abstract","New",1,102.569295909917
"386","sub-007",80,"Lamp","Abstract","New",1,877.084854504168
"120","sub-007",81,"Gratitude","Abstract","Old",1,178.252731014741
"296","sub-007",82,"Phone","Abstract","Old",1,711.968451178203
"376","sub-007",83,"Bridge","Abstract","Old",1,542.746300192084
"866","sub-007",84,"School","Concrete","Old",1,417.742315075766
"156","sub-007",85,"Happiness","Abstract","New",1,887.574823381718
"820","sub-007",86,"Faith","Abstract","Old",1,552.943798186856
"966","sub-007",87,"Camera","Concrete","New",0,726.966173410489
"246","sub-007",88,"Success","Abstract","Old",1,744.286650918121
"706","sub-007",89,"Determination","Concrete","Old",1,391.911458716048
"720","sub-007",90,"Loyalty","Abstract","New",1,628.3300628149
"236","sub-007",91,"Ambition","Abstract","New",1,524.522449143504
"7110","sub-007",92,"Generosity","Concrete","Old",1,445.886677763837
"486","sub-007",93,"Computer","Abstract","New",0,556.508319452326
"886","sub-007",94,"Lamp","Concrete","New",0,632.931569264798
"436","sub-007",95,"Apple","Abstract","Old",1,532.02568810159
"5110","sub-007",96,"Gratitude","Concrete","Old",1,899.938302245401
"536","sub-007",97,"Integrity","Concrete","Old",1,219.290091036472
"606","sub-007",98,"Compassion","Concrete","Old",1,552.566089182502
"976","sub-007",99,"Window","Concrete","Old",0,731.406320204153
"676","sub-007",100,"Wisdom","Concrete","New",1,935.91180966915
