"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"2","sub-001",1,"Honesty","Abstract","New",1,368.83217934464
"42","sub-001",2,"Train","Abstract","New",1,679.795029962063
"89","sub-001",3,"Book","Concrete","Old",0,545.732944821271
"100","sub-001",4,"River","Concrete","New",0,798.318613765391
"98","sub-001",5,"Computer","Concrete","New",0,477.658515597592
"38","sub-001",6,"Boat","Abstract","Old",1,374.205784159765
"14","sub-001",7,"Creativity","Abstract","Old",1,470.365152679321
"94","sub-001",8,"Car","Concrete","New",0,299.359370963522
"78","sub-001",9,"Phone","Concrete","Old",1,497.387538168434
"84","sub-001",10,"Bridge","Concrete","Old",1,509.011245397729
"58","sub-001",11,"Happiness","Concrete","Old",1,522.357726711448
"71","sub-001",12,"Loyalty","Concrete","Old",1,645.126863776701
"61","sub-001",13,"Patience","Concrete","New",1,682.158476790105
"6","sub-001",14,"Love","Abstract","Old",1,377.863863501342
"86","sub-001",15,"Chair","Concrete","New",1,165.127094047882
"72","sub-001",16,"Freedom","Concrete","Old",1,801.474075268994
"59","sub-001",17,"Peace","Concrete","New",1,894.952278015547
"44","sub-001",18,"Car","Abstract","New",1,518.762199576543
"80","sub-001",19,"Table","Concrete","New",1,442.308729344187
"28","sub-001",20,"Phone","Abstract","Old",1,462.238873032676
"11","sub-001",21,"Patience","Abstract","New",1,356.814210629022
"45","sub-001",22,"Apple","Abstract","New",1,445.140917139719
"53","sub-001",23,"Determination","Concrete","New",1,521.298098339218
"39","sub-001",24,"Book","Abstract","Old",1,501.160709278617
"34","sub-001",25,"Bridge","Abstract","Old",1,737.155674780186
"85","sub-001",26,"Mountain","Concrete","Old",1,659.532992719205
"93","sub-001",27,"Garden","Concrete","Old",0,461.078358537892
"29","sub-001",28,"School","Abstract","New",1,1091.73160539969
"66","sub-001",29,"Integrity","Concrete","New",1,391.83344952669
"88","sub-001",30,"Boat","Concrete","Old",1,381.647927579777
"92","sub-001",31,"Train","Concrete","New",0,194.890472947895
"40","sub-001",32,"Park","Abstract","New",1,437.009945840729
"22","sub-001",33,"Freedom","Abstract","Old",1,509.563367721811
"3","sub-001",34,"Determination","Abstract","New",1,313.658588317181
"23","sub-001",35,"Generosity","Abstract","New",1,386.847249031147
"60","sub-001",36,"Trust","Concrete","New",1,349.261149220252
"17","sub-001",37,"Wisdom","Abstract","Old",1,854.051399416597
"27","sub-001",38,"Camera","Abstract","Old",1,623.577147018495
"1","sub-001",39,"Justice","Abstract","Old",1,697.874539553095
"32","sub-001",40,"Lamp","Abstract","New",1,702.648104022564
"95","sub-001",41,"Apple","Concrete","New",0,571.308546388985
"26","sub-001",42,"House","Abstract","Old",1,485.029047577221
"5","sub-001",43,"Compassion","Abstract","Old",1,386.043425262701
"20","sub-001",44,"Friendship","Abstract","Old",1,1033.94398159027
"43","sub-001",45,"Garden","Abstract","Old",1,255.277023524489
"76","sub-001",46,"House","Concrete","Old",1,389.724336440982
"63","sub-001",47,"Success","Concrete","New",1,277.166967333315
"64","sub-001",48,"Creativity","Concrete","Old",1,493.52730928492
"55","sub-001",49,"Compassion","Concrete","Old",1,449.731758825564
"56","sub-001",50,"Love","Concrete","Old",1,710.435319014739
"9","sub-001",51,"Peace","Abstract","New",1,495.249849082408
"50","sub-001",52,"River","Abstract","New",0,756.223231981323
"73","sub-001",53,"Generosity","Concrete","New",1,416.919640623222
"12","sub-001",54,"Ambition","Abstract","New",1,406.441963053828
"99","sub-001",55,"Shoe","Concrete","New",0,460.545841992207
"68","sub-001",56,"Knowledge","Concrete","Old",1,310.757747207884
"81","sub-001",57,"Window","Concrete","New",1,789.044688768645
"67","sub-001",58,"Wisdom","Concrete","Old",1,280.856469642652
"8","sub-001",59,"Happiness","Abstract","Old",1,573.702306655429
"46","sub-001",60,"Hospital","Abstract","New",0,281.966792672984
"82","sub-001",61,"Lamp","Concrete","New",1,724.431709397894
"91","sub-001",62,"Dog","Concrete","Old",0,805.231636243747
"52","sub-001",63,"Honesty","Concrete","New",1,471.908775151801
"77","sub-001",64,"Camera","Concrete","Old",1,675.212545066604
"49","sub-001",65,"Shoe","Abstract","New",0,441.554925407682
"57","sub-001",66,"Respect","Concrete","New",1,486.650348769625
