"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"714","sub-004",1,"Generosity","Abstract","New",1,528.434563972745
"1003","sub-004",2,"Mountain","Concrete","New",0,447.452053097151
"823","sub-004",3,"Table","Concrete","New",1,358.924260769256
"153","sub-004",4,"Wisdom","Abstract","Old",1,1009.07174729852
"923","sub-004",5,"Apple","Concrete","Old",0,628.244997144646
"973","sub-004",6,"Window","Concrete","New",0,387.765772602607
"453","sub-004",7,"Computer","Abstract","Old",1,485.801388873604
"763","sub-004",8,"Phone","Concrete","Old",1,587.832212185563
"163","sub-004",9,"Patience","Abstract","Old",1,522.452564908378
"114","sub-004",10,"Friendship","Abstract","Old",1,427.253958045951
"833","sub-004",11,"Camera","Concrete","New",1,354.506980581441
"993","sub-004",12,"Lamp","Concrete","Old",0,406.071346344543
"214","sub-004",13,"Honesty","Abstract","Old",1,404.255288511313
"215","sub-004",14,"Love","Abstract","Old",1,843.288170523718
"663","sub-004",15,"Patience","Concrete","Old",1,852.76494216062
"123","sub-004",16,"Loyalty","Abstract","Old",1,699.24390242482
"203","sub-004",17,"Knowledge","Abstract","Old",1,609.11190312049
"223","sub-004",18,"Determination","Abstract","New",1,201.822763837472
"423","sub-004",19,"Apple","Abstract","Old",1,555.091228642476
"143","sub-004",20,"Justice","Abstract","Old",1,169.643339753243
"843","sub-004",21,"Bridge","Concrete","New",1,526.763702867153
"933","sub-004",22,"Book","Concrete","New",0,78.6924738343328
"115","sub-004",23,"Success","Abstract","New",1,663.091193764296
"573","sub-004",24,"Generosity","Concrete","New",1,525.602800396736
"683","sub-004",25,"Compassion","Concrete","New",1,486.382628258447
"314","sub-004",26,"School","Abstract","Old",1,413.285643040786
"614","sub-004",27,"Humility","Abstract","New",1,1152.34867265944
"514","sub-004",28,"Friendship","Concrete","Old",1,162.172632272417
"263","sub-004",29,"Phone","Abstract","Old",1,565.515794805721
"593","sub-004",30,"Faith","Concrete","Old",1,601.420724005253
"873","sub-004",31,"Hospital","Concrete","New",1,356.210338987105
"483","sub-004",32,"Car","Abstract","New",1,921.274853802703
"193","sub-004",33,"Ambition","Abstract","New",1,510.584353918525
"943","sub-004",34,"House","Concrete","New",0,459.165099438052
"323","sub-004",35,"Table","Abstract","New",1,283.629057260346
