"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"1316","sub-017",1,"Patience","Abstract","Old",1,283.13058236199
"6120","sub-017",2,"Justice","Concrete","Old",1,193.254526996662
"1120","sub-017",3,"Justice","Abstract","Old",1,833.659581936162
"1516","sub-017",4,"Trust","Abstract","Old",1,592.517130952509
"5101","sub-017",5,"Humility","Abstract","Old",1,289.661214252002
"9816","sub-017",6,"Apple","Concrete","Old",0,632.648919476098
"2516","sub-017",7,"Hope","Abstract","Old",1,194.759460528791
"5816","sub-017",8,"Gratitude","Concrete","Old",1,642.333741897532
"9516","sub-017",9,"Dog","Concrete","New",0,560.581888898292
"9316","sub-017",10,"Tree","Concrete","New",0,407.625640859013
"1916","sub-017",11,"Determination","Abstract","Old",1,893.521287256414
"2916","sub-017",12,"Train","Abstract","Old",1,822.30251149204
"1016","sub-017",13,"Love","Abstract","Old",1,928.088509378195
"8100","sub-017",14,"Gratitude","Abstract","Old",1,277.386007282214
"4916","sub-017",15,"Bridge","Abstract","Old",0,439.524460945924
"5716","sub-017",16,"Compassion","Concrete","New",1,201.834646458256
"2716","sub-017",17,"Garden","Abstract","Old",1,585.880693158428
"6616","sub-017",18,"Wisdom","Concrete","Old",1,285.237424010336
"10016","sub-017",19,"Shoe","Concrete","New",0,292.607235543282
"7916","sub-017",20,"Train","Concrete","Old",1,190.919545932295
"1816","sub-017",21,"Friendship","Abstract","Old",1,445.407628563296
"7120","sub-017",22,"Peace","Concrete","New",1,382.770273110423
"4217","sub-017",23,"Book","Abstract","New",1,715.817857963475
"1218","sub-017",24,"Faith","Abstract","New",1,308.885373082087
"5316","sub-017",25,"Loyalty","Concrete","New",1,398.479353613542
"7016","sub-017",26,"Integrity","Concrete","New",1,351.194435961346
"3416","sub-017",27,"Park","Abstract","Old",1,1018.35090650455
"7416","sub-017",28,"Ambition","Concrete","New",1,594.231729057488
"2316","sub-017",29,"Freedom","Abstract","New",1,398.810746241596
"8120","sub-017",30,"Phone","Concrete","New",1,525.105960096066
"3120","sub-017",31,"Phone","Abstract","New",1,448.896221938783
"4016","sub-017",32,"Beach","Abstract","New",1,545.806354096051
"3016","sub-017",33,"Table","Abstract","New",1,228.858349799066
"1416","sub-017",34,"Generosity","Abstract","New",1,556.084064148461
"8218","sub-017",35,"Chair","Concrete","Old",1,299.762313207095
"3101","sub-017",36,"Loyalty","Abstract","New",1,712.911419797099
"7716","sub-017",37,"Garden","Concrete","Old",1,554.965833362791
"8016","sub-017",38,"Table","Concrete","New",1,478.068513606449
"2016","sub-017",39,"Integrity","Abstract","New",1,444.659653033816
"7616","sub-017",40,"Computer","Concrete","Old",1,618.963535296585
"3916","sub-017",41,"School","Abstract","New",1,623.607111306462
"8316","sub-017",42,"Lamp","Concrete","Old",1,582.822644653467
"2218","sub-017",43,"Respect","Abstract","New",1,482.035534441065
"6416","sub-017",44,"Generosity","Concrete","New",1,364.202092959013
"7217","sub-017",45,"Respect","Concrete","New",1,507.795314056639
"2120","sub-017",46,"Peace","Abstract","New",1,620.371268617508
"3616","sub-017",47,"Car","Abstract","New",1,485.977071524593
"6716","sub-017",48,"Success","Concrete","New",1,647.812422441536
"1616","sub-017",49,"Wisdom","Abstract","Old",1,533.058329706009
"7316","sub-017",50,"Freedom","Concrete","New",1,695.898703583759
"6516","sub-017",51,"Trust","Concrete","Old",1,363.839788202266
"8916","sub-017",52,"School","Concrete","New",1,474.440578685665
"8816","sub-017",53,"Road","Concrete","New",1,556.157555846418
"7101","sub-017",54,"Compassion","Abstract","New",1,678.095730732538
"5016","sub-017",55,"Shoe","Abstract","New",0,970.574946597294
"4100","sub-017",56,"Courage","Abstract","Old",1,674.142027624154
"5217","sub-017",57,"Honesty","Concrete","New",1,517.062523295556
"9716","sub-017",58,"Boat","Concrete","Old",0,410.53984292525
"4516","sub-017",59,"Dog","Abstract","New",0,489.844672416095
"4317","sub-017",60,"Tree","Abstract","New",1,308.660710586597
"3316","sub-017",61,"Lamp","Abstract","Old",1,617.786121284449
"8616","sub-017",62,"Car","Concrete","New",1,532.734275565502
"2100","sub-017",63,"Honesty","Abstract","New",1,333.07396363144
"9100","sub-017",64,"Happiness","Abstract","New",1,882.068310192097
"9218","sub-017",65,"Book","Concrete","New",0,660.831032555506
"2816","sub-017",66,"House","Abstract","Old",1,643.093780581026
"1100","sub-017",67,"Creativity","Abstract","New",1,377.337393991409
"8516","sub-017",68,"Hospital","Concrete","Old",1,328.760523055883
"1716","sub-017",69,"Success","Abstract","New",1,543.040272410039
"4120","sub-017",70,"Camera","Abstract","New",1,596.693465380668
"3516","sub-017",71,"Hospital","Abstract","Old",1,734.41801990581
"6100","sub-017",72,"Knowledge","Abstract","Old",1,154.022906215971
"4416","sub-017",73,"Mountain","Abstract","Old",0,958.657289567742
"9016","sub-017",74,"Beach","Concrete","New",1,674.606935093975
"5120","sub-017",75,"Creativity","Concrete","New",1,291.638985506482
"5616","sub-017",76,"Knowledge","Concrete","Old",1,285.829286693195
"6218","sub-017",77,"Faith","Concrete","New",1,484.604673996827
"9616","sub-017",78,"Window","Concrete","New",0,756.562953711764
"9416","sub-017",79,"Mountain","Concrete","Old",0,483.831711619564
"5916","sub-017",80,"Happiness","Concrete","New",1,629.496531135756
"6316","sub-017",81,"Patience","Concrete","Old",1,678.50298033238
"3816","sub-017",82,"Road","Abstract","New",1,528.961252874786
"9120","sub-017",83,"Camera","Concrete","New",0,340.109427697189
"7816","sub-017",84,"House","Concrete","Old",1,594.67354030652
"3217","sub-017",85,"Chair","Abstract","Old",1,232.040508662731
"4616","sub-017",86,"Window","Abstract","New",0,640.207701069049
"6016","sub-017",87,"Love","Concrete","Old",1,279.926931322629
"8716","sub-017",88,"River","Concrete","Old",1,265.929445917001
"2616","sub-017",89,"Computer","Abstract","Old",1,540.0337212165
"3716","sub-017",90,"River","Abstract","Old",1,819.705855652367
"6916","sub-017",91,"Determination","Concrete","Old",1,740.514571780286
"6816","sub-017",92,"Friendship","Concrete","Old",1,730.103237404035
"2416","sub-017",93,"Ambition","Abstract","New",1,429.825221445254
"7516","sub-017",94,"Hope","Concrete","Old",1,386.300147371086
"4816","sub-017",95,"Apple","Abstract","Old",0,545.546785945614
"8416","sub-017",96,"Park","Concrete","Old",1,672.1783995328
"4716","sub-017",97,"Boat","Abstract","Old",0,986.923704812314
"9916","sub-017",98,"Bridge","Concrete","Old",0,189.019888937548
"5416","sub-017",99,"Courage","Concrete","Old",1,480.315766600227
"5516","sub-017",100,"Humility","Concrete","Old",1,451.541208019596
