"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"6418","sub-019",1,"Trust","Concrete","Old",1,626.381046399278
"2818","sub-019",2,"Table","Abstract","Old",1,414.14059826818
"5103","sub-019",3,"Courage","Abstract","New",1,822.632370758378
"9418","sub-019",4,"Mountain","Concrete","New",0,456.19563224677
"6718","sub-019",5,"Compassion","Concrete","Old",1,471.841367594622
"5518","sub-019",6,"Courage","Concrete","New",1,186.191718188036
"3818","sub-019",7,"School","Abstract","New",1,303.398513354458
"6818","sub-019",8,"Love","Concrete","Old",1,259.120086311984
"1418","sub-019",9,"Trust","Abstract","Old",1,605.650303758611
"4818","sub-019",10,"Chair","Abstract","New",1,345.063560753845
"8122","sub-019",11,"Hospital","Concrete","Old",1,722.554115263402
"6518","sub-019",12,"Determination","Concrete","Old",1,654.279596166502
"8102","sub-019",13,"Happiness","Abstract","Old",1,747.601286688559
"6318","sub-019",14,"Wisdom","Concrete","Old",1,322.103027830514
"9220","sub-019",15,"House","Concrete","Old",0,329.29047816321
"9122","sub-019",16,"Train","Concrete","Old",0,495.780380961288
"4618","sub-019",17,"Phone","Abstract","New",1,610.936283082682
"1518","sub-019",18,"Determination","Abstract","Old",1,243.09172463091
"1018","sub-019",19,"Integrity","Abstract","Old",1,482.523708281354
"1618","sub-019",20,"Friendship","Abstract","New",1,584.753525190212
"2918","sub-019",21,"Tree","Abstract","Old",1,259.209824307213
"2220","sub-019",22,"Creativity","Abstract","Old",1,838.61690275718
"9618","sub-019",23,"Phone","Concrete","New",0,444.883326834499
"3618","sub-019",24,"Shoe","Abstract","New",1,468.844824784276
"8718","sub-019",25,"Road","Concrete","Old",1,505.49008610918
"7818","sub-019",26,"Table","Concrete","Old",1,670.904002939221
"5818","sub-019",27,"Happiness","Concrete","Old",1,549.77618001075
"3103","sub-019",28,"Ambition","Abstract","Old",1,228.28751285141
"3122","sub-019",29,"Hospital","Abstract","Old",1,139.109275540422
"7718","sub-019",30,"Apple","Concrete","Old",1,334.092484079742
"9718","sub-019",31,"Boat","Concrete","Old",0,309.670430180431
"4918","sub-019",32,"Car","Abstract","New",1,580.87088720684
"8518","sub-019",33,"Beach","Concrete","New",1,127.869244896071
"7018","sub-019",34,"Justice","Concrete","Old",1,663.247764515639
"3418","sub-019",35,"River","Abstract","New",1,796.90637145437
"9102","sub-019",36,"Hope","Abstract","New",1,657.441386422648
"8318","sub-019",37,"Camera","Concrete","Old",1,548.276535589102
"3718","sub-019",38,"Road","Abstract","Old",1,693.846536194231
"4018","sub-019",39,"Bridge","Abstract","New",1,536.289389744358
"5219","sub-019",40,"Loyalty","Concrete","New",1,47.3862139821308
"5718","sub-019",41,"Honesty","Concrete","New",1,1.74017030633092
"3918","sub-019",42,"Garden","Abstract","New",1,480.659980416229
"6122","sub-019",43,"Patience","Concrete","Old",1,465.594842278536
"6220","sub-019",44,"Gratitude","Concrete","Old",1,414.159166474854
"8418","sub-019",45,"River","Concrete","New",1,434.640123128417
"1818","sub-019",46,"Love","Abstract","Old",1,895.221663793165
"2718","sub-019",47,"Apple","Abstract","Old",1,871.590745173084
"1318","sub-019",48,"Wisdom","Abstract","Old",1,503.95644568684
