"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"8111","sub-008",1,"Garden","Concrete","Old",1,249.707446792896
"6111","sub-008",2,"Friendship","Concrete","Old",1,320.37978727548
"757","sub-008",3,"Creativity","Concrete","New",1,623.801696701642
"237","sub-008",4,"Justice","Abstract","Old",1,484.621291114658
"207","sub-008",5,"Integrity","Abstract","Old",1,719.894749053965
"937","sub-008",6,"Window","Concrete","New",0,454.665248979598
"537","sub-008",7,"Patience","Concrete","Old",1,722.953816291976
"127","sub-008",8,"Knowledge","Abstract","New",1,808.853288853074
"9111","sub-008",9,"Dog","Concrete","New",0,572.286751308213
"827","sub-008",10,"Freedom","Abstract","Old",1,685.241960702459
"377","sub-008",11,"River","Abstract","Old",1,472.83161548299
"227","sub-008",12,"Honesty","Abstract","Old",1,583.636162716246
"467","sub-008",13,"Chair","Abstract","New",1,313.658330765506
"387","sub-008",14,"Lamp","Abstract","New",1,715.132169502107
"407","sub-008",15,"Train","Abstract","New",1,694.823705277833
"267","sub-008",16,"Camera","Abstract","New",1,783.708136978445
"228","sub-008",17,"Happiness","Abstract","New",1,457.644013837955
"637","sub-008",18,"Generosity","Concrete","New",1,773.399602656783
"867","sub-008",19,"Table","Concrete","Old",1,620.290210138097
"787","sub-008",20,"House","Concrete","Old",1,776.635695785938
"667","sub-008",21,"Humility","Concrete","New",1,604.497080834477
"907","sub-008",22,"Train","Concrete","New",0,707.995812619096
"427","sub-008",23,"Love","Abstract","Old",1,857.915108468346
"1111","sub-008",24,"Friendship","Abstract","Old",1,961.608776704254
"727","sub-008",25,"Honesty","Concrete","Old",1,401.760012014609
"177","sub-008",26,"Compassion","Abstract","New",1,413.983935423158
"947","sub-008",27,"Book","Concrete","Old",0,1097.80668115741
"828","sub-008",28,"School","Concrete","New",1,610.134514238395
"477","sub-008",29,"Car","Abstract","New",1,821.50848340683
"497","sub-008",30,"Computer","Abstract","Old",0,529.996836430051
"277","sub-008",31,"Shoe","Abstract","Old",1,563.275618388959
"587","sub-008",32,"Freedom","Concrete","Old",1,137.364905004923
"767","sub-008",33,"Camera","Concrete","New",1,496.418787114654
"707","sub-008",34,"Integrity","Concrete","Old",1,546.426257714414
"157","sub-008",35,"Peace","Abstract","Old",1,911.561158292253
"747","sub-008",36,"Faith","Concrete","Old",1,886.039656307289
"397","sub-008",37,"Phone","Abstract","New",1,231.67619152254
"428","sub-008",38,"Bridge","Abstract","New",1,765.673684198034
"977","sub-008",39,"Car","Concrete","New",0,364.954550341182
"7111","sub-008",40,"Hope","Concrete","New",1,101.212307510644
"187","sub-008",41,"Courage","Abstract","Old",1,851.207701541892
"547","sub-008",42,"Love","Concrete","Old",1,400.555968503548
"147","sub-008",43,"Wisdom","Abstract","Old",1,240.62790829259
"837","sub-008",44,"Park","Concrete","Old",1,-23.6796303849474
"4111","sub-008",45,"Dog","Abstract","New",1,835.484561432995
"357","sub-008",46,"Beach","Abstract","New",1,800.231498950808
"457","sub-008",47,"Mountain","Abstract","Old",1,503.74207920909
"927","sub-008",48,"Bridge","Concrete","New",0,394.101297493305
"527","sub-008",49,"Happiness","Concrete","New",1,481.743232064244
"807","sub-008",50,"Boat","Concrete","New",1,580.609097641452
"137","sub-008",51,"Generosity","Abstract","New",1,451.685981069841
"887","sub-008",52,"Lamp","Concrete","New",1,531.316781156378
"337","sub-008",53,"Park","Abstract","Old",1,369.229446798405
"507","sub-008",54,"Apple","Abstract","New",0,523.316139882446
"857","sub-008",55,"Beach","Concrete","New",1,347.044246103323
"287","sub-008",56,"House","Abstract","Old",1,331.35348499398
"627","sub-008",57,"Trust","Abstract","Old",1,315.266387891082
"437","sub-008",58,"Window","Abstract","New",1,348.807958545882
"1007","sub-008",59,"Apple","Concrete","New",0,524.737393902846
"777","sub-008",60,"Shoe","Concrete","Old",1,46.4263491197023
"257","sub-008",61,"Creativity","Abstract","New",1,517.138401981842
"967","sub-008",62,"Chair","Concrete","New",0,379.609002035912
"687","sub-008",63,"Courage","Concrete","Old",1,299.704471675985
"528","sub-008",64,"Respect","Abstract","New",1,450.968995138882
"957","sub-008",65,"Mountain","Concrete","Old",0,405.818530120007
"167","sub-008",66,"Humility","Abstract","New",1,902.510029044793
"797","sub-008",67,"Road","Concrete","Old",1,340.810288238158
"997","sub-008",68,"Computer","Concrete","Old",0,569.3925456497
"677","sub-008",69,"Compassion","Concrete","New",1,454.72560767581
"297","sub-008",70,"Road","Abstract","Old",1,774.037462396734
"897","sub-008",71,"Phone","Concrete","New",1,912.158380247111
"327","sub-008",72,"School","Abstract","New",1,404.123447088035
"128","sub-008",73,"Gratitude","Abstract","New",1,602.361058177155
"987","sub-008",74,"Hospital","Concrete","Old",0,261.637165031913
"367","sub-008",75,"Table","Abstract","Old",1,702.98491692536
"628","sub-008",76,"Knowledge","Concrete","New",1,292.226409306204
"607","sub-008",77,"Loyalty","Concrete","Old",1,514.350225672439
"657","sub-008",78,"Peace","Concrete","Old",1,335.767583212557
"697","sub-008",79,"Success","Concrete","New",1,822.923972041208
"307","sub-008",80,"Boat","Abstract","New",1,624.89519183364
"877","sub-008",81,"River","Concrete","Old",1,102.080220928909
"328","sub-008",82,"Patience","Abstract","Old",1,750.404355190429
"347","sub-008",83,"Tree","Abstract","New",1,555.037980277603
"728","sub-008",84,"Ambition","Abstract","Old",1,206.390430483629
"3111","sub-008",85,"Garden","Abstract","Old",1,429.040589712821
"928","sub-008",86,"Determination","Abstract","New",1,483.761556910454
"737","sub-008",87,"Justice","Concrete","Old",1,805.831923646896
"597","sub-008",88,"Determination","Concrete","New",1,335.331782540517
"5111","sub-008",89,"Gratitude","Concrete","New",1,474.387343338121
"487","sub-008",90,"Hospital","Abstract","Old",1,186.445193706293
"447","sub-008",91,"Book","Abstract","Old",1,449.183928258234
"2111","sub-008",92,"Hope","Abstract","New",1,447.45337803339
"567","sub-008",93,"Trust","Concrete","Old",1,662.915817552828
"647","sub-008",94,"Wisdom","Concrete","Old",1,80.7438663217989
"847","sub-008",95,"Tree","Concrete","New",1,948.250788785828
"107","sub-008",96,"Loyalty","Abstract","Old",1,708.131390985968
"577","sub-008",97,"Ambition","Concrete","Old",1,704.384979080318
"197","sub-008",98,"Success","Abstract","New",1,769.70115566714
"247","sub-008",99,"Faith","Abstract","Old",1,743.60617107751
"557","sub-008",100,"Respect","Concrete","New",1,880.583139272278
