"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"9610","sub-011",1,"Computer","Concrete","Old",0,529.245515293915
"5310","sub-011",2,"Loyalty","Concrete","Old",1,493.095208200887
"8310","sub-011",3,"Park","Concrete","New",1,222.537189193823
"6710","sub-011",4,"Respect","Concrete","Old",1,819.679796899537
"6010","sub-011",5,"Ambition","Concrete","Old",1,175.812188110758
"1810","sub-011",6,"Love","Abstract","Old",1,710.615414690079
"2610","sub-011",7,"House","Abstract","Old",1,567.914196643422
"6410","sub-011",8,"Freedom","Concrete","New",1,612.036474042184
"2510","sub-011",9,"Courage","Abstract","New",1,924.696604445478
"3810","sub-011",10,"Dog","Abstract","New",1,610.273173343655
"4710","sub-011",11,"Road","Abstract","Old",0,573.005934421753
"6212","sub-011",12,"Humility","Concrete","New",1,45.088335189644
"9810","sub-011",13,"School","Concrete","Old",0,402.235495578584
"2910","sub-011",14,"Camera","Abstract","Old",1,140.757408179577
"1114","sub-011",15,"Generosity","Abstract","Old",1,657.734067668086
"1910","sub-011",16,"Compassion","Abstract","Old",1,611.667596355982
"7510","sub-011",17,"Courage","Concrete","New",1,553.252477854886
"7310","sub-011",18,"Friendship","Concrete","New",1,660.215214286302
"8910","sub-011",19,"Mountain","Concrete","New",0,667.91481174343
"7610","sub-011",20,"House","Concrete","Old",1,344.482665576808
"2310","sub-011",21,"Friendship","Abstract","New",1,712.201505484568
"3010","sub-011",22,"Table","Abstract","Old",1,523.201126122704
"9910","sub-011",23,"Tree","Concrete","New",0,260.683796694719
"5510","sub-011",24,"Trust","Concrete","Old",1,688.234069427029
"840","sub-011",25,"Creativity","Abstract","New",1,335.683197075192
"9010","sub-011",26,"Beach","Concrete","Old",0,450.714013430788
"7810","sub-011",27,"Train","Concrete","Old",1,417.332520223329
"5610","sub-011",28,"Happiness","Concrete","New",1,575.650407794485
"9510","sub-011",29,"Apple","Concrete","New",0,463.551559124186
"640","sub-011",30,"Happiness","Abstract","New",1,622.658647447981
"7114","sub-011",31,"Integrity","Concrete","New",1,659.240033896123
"1410","sub-011",32,"Freedom","Abstract","New",1,504.685121256414
"4810","sub-011",33,"School","Abstract","Old",0,772.703361602397
"3114","sub-011",34,"Boat","Abstract","New",1,900.784297195142
"8410","sub-011",35,"Hospital","Concrete","New",1,615.440061356702
"8114","sub-011",36,"Boat","Concrete","New",1,847.210136532779
"4910","sub-011",37,"Tree","Abstract","New",0,494.749335421641
"940","sub-011",38,"Peace","Abstract","Old",1,442.699884414146
"5910","sub-011",39,"Peace","Concrete","Old",1,77.2133071227557
"6114","sub-011",40,"Generosity","Concrete","Old",1,392.924796752986
"2410","sub-011",41,"Hope","Abstract","Old",1,254.490530475035
"1710","sub-011",42,"Respect","Abstract","Old",1,702.775388837336
"4010","sub-011",43,"Beach","Abstract","Old",1,787.135731911811
"9310","sub-011",44,"Shoe","Concrete","New",0,311.993234662489
"5211","sub-011",45,"Gratitude","Concrete","Old",1,333.530532457001
"1610","sub-011",46,"Justice","Abstract","New",1,734.678956245497
"5710","sub-011",47,"Determination","Concrete","Old",1,713.642703327449
"6310","sub-011",48,"Honesty","Concrete","New",1,252.713519937817
"8610","sub-011",49,"Car","Concrete","New",1,354.427810223354
"4211","sub-011",50,"Window","Abstract","New",1,259.34853788928
"2710","sub-011",51,"River","Abstract","New",1,631.182708234876
"3610","sub-011",52,"Car","Abstract","New",1,621.544492174427
"1212","sub-011",53,"Humility","Abstract","New",1,486.950419622506
"5810","sub-011",54,"Creativity","Concrete","New",1,342.068370575525
"5114","sub-011",55,"Success","Concrete","New",1,161.314197341048
"7710","sub-011",56,"River","Concrete","New",1,379.418302013673
"4410","sub-011",57,"Lamp","Abstract","New",1,814.381828830547
"3510","sub-011",58,"Chair","Abstract","New",1,535.816061646794
"3410","sub-011",59,"Hospital","Abstract","New",1,840.286803900894
"140","sub-011",60,"Success","Abstract","New",1,536.555320674135
"6910","sub-011",61,"Compassion","Concrete","Old",1,635.720397014022
"2114","sub-011",62,"Integrity","Abstract","New",1,508.481124124708
"1010","sub-011",63,"Ambition","Abstract","Old",1,627.439350824379
"440","sub-011",64,"Wisdom","Abstract","Old",1,595.291680165002
"4114","sub-011",65,"Garden","Abstract","New",1,507.542994697643
"7010","sub-011",66,"Knowledge","Concrete","New",1,600.971317616228
"6810","sub-011",67,"Love","Concrete","Old",1,507.896776887838
"2010","sub-011",68,"Knowledge","Abstract","New",1,430.114644053281
"6510","sub-011",69,"Patience","Concrete","Old",1,792.829058532062
"10010","sub-011",70,"Bridge","Concrete","Old",0,508.554714258715
"8010","sub-011",71,"Table","Concrete","Old",1,457.830490547836
"3310","sub-011",72,"Park","Abstract","New",1,828.561448490728
"4610","sub-011",73,"Computer","Abstract","Old",1,388.184546809221
"4510","sub-011",74,"Apple","Abstract","New",1,1017.87247743161
"350","sub-011",75,"Loyalty","Abstract","Old",1,529.432821928976
"9710","sub-011",76,"Road","Concrete","Old",0,564.624201110746
"8212","sub-011",77,"Phone","Concrete","Old",1,100.79003581988
"9410","sub-011",78,"Lamp","Concrete","New",0,540.271651763852
"1510","sub-011",79,"Patience","Abstract","Old",1,166.437714857649
"3710","sub-011",80,"Book","Abstract","Old",1,455.847144435755
"7410","sub-011",81,"Hope","Concrete","Old",1,695.185082662764
"7211","sub-011",82,"Faith","Concrete","Old",1,427.804411330669
"4311","sub-011",83,"Shoe","Abstract","New",1,745.194005553133
"5010","sub-011",84,"Bridge","Abstract","Old",0,915.294745196489
"240","sub-011",85,"Gratitude","Abstract","Old",1,550.353838305015
"8710","sub-011",86,"Book","Concrete","Old",0,552.944425074762
"6610","sub-011",87,"Justice","Concrete","New",1,562.415743995187
"8510","sub-011",88,"Chair","Concrete","New",1,246.080485207522
"550","sub-011",89,"Trust","Abstract","Old",1,745.598097930117
"1310","sub-011",90,"Honesty","Abstract","New",1,492.042677374409
"5410","sub-011",91,"Wisdom","Concrete","Old",1,509.061736703107
"2810","sub-011",92,"Train","Abstract","Old",1,530.51282519191
"8810","sub-011",93,"Dog","Concrete","New",0,663.910133121524
"750","sub-011",94,"Determination","Abstract","Old",1,641.21432924103
"9114","sub-011",95,"Garden","Concrete","New",0,369.791333761191
"7910","sub-011",96,"Camera","Concrete","Old",1,329.921902809547
"3211","sub-011",97,"Phone","Abstract","Old",1,890.170642615267
