"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"8917","sub-018",1,"Book","Concrete","Old",0,322.675105892591
"6817","sub-018",2,"Hope","Concrete","New",1,691.303418409748
"2717","sub-018",3,"Chair","Abstract","Old",1,422.176672790997
"4017","sub-018",4,"Dog","Abstract","Old",1,704.778355348399
"6121","sub-018",5,"Happiness","Concrete","Old",1,727.504346588527
"6717","sub-018",6,"Trust","Concrete","New",1,296.210296445894
"7121","sub-018",7,"Humility","Concrete","New",1,195.771510487498
"8817","sub-018",8,"Tree","Concrete","Old",0,594.865292983576
"2417","sub-018",9,"Success","Abstract","Old",1,354.054226765045
"6417","sub-018",10,"Peace","Concrete","New",1,296.14645212564
"9717","sub-018",11,"Lamp","Concrete","Old",0,577.70296012502
"5917","sub-018",12,"Courage","Concrete","New",1,931.29882263101
"7817","sub-018",13,"Apple","Concrete","New",1,586.713816656963
"1017","sub-018",14,"Integrity","Abstract","Old",1,660.481600877423
"7218","sub-018",15,"Wisdom","Concrete","New",1,920.446044704526
"1517","sub-018",16,"Compassion","Abstract","New",1,1000.22693585761
"6617","sub-018",17,"Justice","Concrete","Old",1,506.550144048255
"2517","sub-018",18,"Patience","Abstract","Old",1,475.249986320982
"1101","sub-018",19,"Generosity","Abstract","New",1,523.108261070827
"7517","sub-018",20,"Patience","Concrete","Old",1,836.898966251512
"7417","sub-018",21,"Success","Concrete","Old",1,485.796947586359
"9317","sub-018",22,"River","Concrete","New",0,369.210861117322
"2917","sub-018",23,"Beach","Abstract","New",1,817.766690543223
"4417","sub-018",24,"Computer","Abstract","New",1,446.899010767682
"8517","sub-018",25,"Window","Concrete","New",1,621.940172694375
"5417","sub-018",26,"Faith","Concrete","Old",1,792.078211387422
"2017","sub-018",27,"Honesty","Abstract","Old",1,424.385815008923
"3817","sub-018",28,"Tree","Abstract","Old",1,335.71112947096
"8219","sub-018",29,"Mountain","Concrete","Old",1,725.809358472076
"6317","sub-018",30,"Freedom","Concrete","New",1,689.513324265387
"8317","sub-018",31,"Park","Concrete","New",1,669.985796454594
"2817","sub-018",32,"Apple","Abstract","New",1,335.292162568251
"6917","sub-018",33,"Respect","Concrete","New",1,446.519395609751
"8121","sub-018",34,"House","Concrete","New",1,418.538668256102
"5102","sub-018",35,"Gratitude","Abstract","Old",1,554.289328909155
"5218","sub-018",36,"Determination","Concrete","New",1,849.822314413563
"1917","sub-018",37,"Respect","Abstract","New",1,425.836019952293
"3417","sub-018",38,"Hospital","Abstract","Old",1,733.05034199227
"4917","sub-018",39,"Train","Abstract","Old",0,579.759826174999
"9617","sub-018",40,"Phone","Concrete","New",0,704.724506979608
"3317","sub-018",41,"Park","Abstract","New",1,166.219535427743
"2101","sub-018",42,"Determination","Abstract","New",1,681.399179158394
"4101","sub-018",43,"Faith","Abstract","Old",1,693.678632959002
"9017","sub-018",44,"Dog","Concrete","Old",0,7.43605765790034
"6101","sub-018",45,"Knowledge","Abstract","Old",1,517.434730251619
"7617","sub-018",46,"Garden","Concrete","New",1,556.687382169741
"4318","sub-018",47,"River","Abstract","New",1,690.728152639164
"9219","sub-018",48,"Table","Concrete","Old",0,432.077621350138
"3717","sub-018",49,"Car","Abstract","New",1,709.884143371766
"7917","sub-018",50,"Beach","Concrete","New",1,423.523321654985
"6219","sub-018",51,"Creativity","Concrete","Old",1,408.45046876675
"2219","sub-018",52,"Wisdom","Abstract","New",1,476.351364918369
"5617","sub-018",53,"Knowledge","Concrete","Old",1,318.9085713177
"10017","sub-018",54,"School","Concrete","Old",0,528.626295851251
"4121","sub-018",55,"Camera","Abstract","Old",1,421.339252207441
"8717","sub-018",56,"Car","Concrete","New",1,363.528927592804
"3218","sub-018",57,"Mountain","Abstract","Old",1,590.294211175262
"5317","sub-018",58,"Ambition","Concrete","New",1,531.038311858557
"1121","sub-018",59,"Happiness","Abstract","Old",1,599.239231018005
"3102","sub-018",60,"Ambition","Abstract","New",1,407.464889556441
"2317","sub-018",61,"Loyalty","Abstract","New",1,-174.259986369362
"4517","sub-018",62,"Boat","Abstract","Old",1,603.989638135936
"9917","sub-018",63,"Train","Concrete","Old",0,726.846721574109
"9417","sub-018",64,"Computer","Concrete","New",0,149.747951591585
"7317","sub-018",65,"Loyalty","Concrete","New",1,808.469470032603
"7017","sub-018",66,"Honesty","Concrete","Old",1,316.809321893331
"9817","sub-018",67,"Road","Concrete","New",0,618.128784174745
"1617","sub-018",68,"Justice","Abstract","Old",1,535.413758104633
"9101","sub-018",69,"Courage","Abstract","New",1,1016.36568664665
"5017","sub-018",70,"School","Abstract","Old",0,487.798302070938
"8017","sub-018",71,"Shoe","Concrete","Old",1,673.820748973021
"3617","sub-018",72,"Bridge","Abstract","Old",1,402.858644266581
"2121","sub-018",73,"Humility","Abstract","New",1,625.893570757047
"7717","sub-018",74,"Chair","Concrete","Old",1,281.904105839043
"3017","sub-018",75,"Shoe","Abstract","Old",1,753.232073471737
"6017","sub-018",76,"Integrity","Concrete","Old",1,433.073360247688
"1817","sub-018",77,"Hope","Abstract","New",1,333.164184204485
"3917","sub-018",78,"Book","Abstract","Old",1,648.565828176127
"8101","sub-018",79,"Love","Abstract","Old",1,427.358331841415
"4218","sub-018",80,"Table","Abstract","Old",1,618.806563909495
"1317","sub-018",81,"Freedom","Abstract","New",1,276.133891506811
"9517","sub-018",82,"Boat","Concrete","Old",0,576.554396720294
"3121","sub-018",83,"House","Abstract","New",1,276.090354791538
"5717","sub-018",84,"Friendship","Concrete","New",1,399.522564613001
"1219","sub-018",85,"Creativity","Abstract","Old",1,660.734013180366
"4817","sub-018",86,"Road","Abstract","New",0,375.135694323581
"8617","sub-018",87,"Bridge","Concrete","Old",1,120.33789011143
"5517","sub-018",88,"Gratitude","Concrete","Old",1,455.297073513668
"7102","sub-018",89,"Friendship","Abstract","New",1,1073.0181771761
"3517","sub-018",90,"Window","Abstract","New",1,155.89255895155
"2617","sub-018",91,"Garden","Abstract","New",1,744.770609170778
"5817","sub-018",92,"Love","Concrete","Old",1,505.282423878013
"4617","sub-018",93,"Phone","Abstract","New",1,326.662633661026
"8417","sub-018",94,"Hospital","Concrete","Old",1,439.787804697748
"6517","sub-018",95,"Compassion","Concrete","New",1,641.725020289299
"4717","sub-018",96,"Lamp","Abstract","Old",0,623.760072546453
"9121","sub-018",97,"Camera","Concrete","Old",0,426.457294497066
"1417","sub-018",98,"Peace","Abstract","New",1,931.212821666246
"5121","sub-018",99,"Generosity","Concrete","New",1,312.442061964584
"1717","sub-018",100,"Trust","Abstract","New",1,370.344627864206
